"DOI","publisher.x","type.x","created.x","created_year.x","relation_type.x","relation_DOI","asserted_by_object.x","asserted_by_subject.x","publisher.y","type.y","created.y","created_year.y","relation_type.y","asserted_by_object.y","asserted_by_subject.y","reciprocal"
"10.1101/624205","Cold Spring Harbor Laboratory","posted-content",2019-05-01,2019,"is-preprint-of","10.7554/elife.53535",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/622910","Cold Spring Harbor Laboratory","posted-content",2019-04-30,2019,"is-preprint-of","10.1371/journal.pone.0224037",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/623470","Cold Spring Harbor Laboratory","posted-content",2019-04-30,2019,"is-preprint-of","10.1093/gbe/evz253",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/622266","Cold Spring Harbor Laboratory","posted-content",2019-04-30,2019,"is-preprint-of","10.7554/elife.49138",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626234","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.1038/s41559-019-1036-6",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625830","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.7717/peerj.8199",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/623355","Cold Spring Harbor Laboratory","posted-content",2019-05-01,2019,"is-preprint-of","10.1016/j.neuroimage.2019.116341",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/624973","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1093/cercor/bhz209",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/627257","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.3390/genes10070554",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625442","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1371/journal.pcbi.1007451",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/624197","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1242/jcs.236141",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/627141","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.1371/journal.pntd.0007430",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626622","Cold Spring Harbor Laboratory","posted-content",2019-05-04,2019,"is-preprint-of","10.1016/j.cub.2019.10.017",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625376","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1093/bioinformatics/btz865",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626218","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.1016/j.neuron.2019.10.002",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/620617","Cold Spring Harbor Laboratory","posted-content",2019-05-04,2019,"is-preprint-of","10.1107/s2052252519012661",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626648","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1186/s12864-019-6425-3",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/615872","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1126/sciadv.aax9183",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625913","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.1371/journal.pbio.3000554",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/627794","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1073/pnas.1908600116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626093","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.1093/nargab/lqz016",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/627596","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1093/jrr/rrz074",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/621250","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1002/aur.2232",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625673","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1038/s41388-019-1098-6",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/628214","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1016/j.celrep.2019.11.065",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626382","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1016/j.yhbeh.2019.104602",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/628271","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1371/journal.pgen.1008461",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/627174","Cold Spring Harbor Laboratory","posted-content",2019-05-04,2019,"is-preprint-of","10.1073/pnas.1916204116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625368","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1038/s41380-019-0576-0",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625525","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1161/atvbaha.119.313391",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626333","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.1038/s41598-019-53066-9",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/624353","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1038/s41467-019-13085-6",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626168","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1016/j.biopsych.2019.09.031",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626309","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1371/journal.pone.0226203",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/613596","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1016/j.celrep.2019.11.096",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626077","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.1038/s41431-019-0545-8",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/624445","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1007/s00429-019-02002-8",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625962","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.3813/aaa.919367",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/627042","Cold Spring Harbor Laboratory","posted-content",2019-05-03,2019,"is-preprint-of","10.1371/journal.pone.0216971",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625632","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1002/ps.5530",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/623850","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1038/s41467-019-12926-8",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/624783","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.7717/peerj.8220",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/624940","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1098/rstb.2019.0161",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/624775","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.1086/707561",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626721","Cold Spring Harbor Laboratory","posted-content",2019-05-04,2019,"is-preprint-of","10.1038/s41598-019-55729-z",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/628131","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1093/nc/niz017",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/625335","Cold Spring Harbor Laboratory","posted-content",2019-05-04,2019,"is-preprint-of","10.1242/dev.180034",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626275","Cold Spring Harbor Laboratory","posted-content",2019-05-02,2019,"is-preprint-of","10.3390/app9224908",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/628719","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1093/gigascience/giz143",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/633172","Cold Spring Harbor Laboratory","posted-content",2019-05-09,2019,"is-preprint-of","10.1039/c9ra05218f",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/627653","Cold Spring Harbor Laboratory","posted-content",2019-05-09,2019,"is-preprint-of","10.1172/jci130730",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629014","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1016/j.jneumeth.2019.108443",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629097","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1373/clinchem.2019.307835",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/626846","Cold Spring Harbor Laboratory","posted-content",2019-05-06,2019,"is-preprint-of","10.1016/j.cell.2019.10.033",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631697","Cold Spring Harbor Laboratory","posted-content",2019-05-09,2019,"is-preprint-of","10.1371/journal.ppat.1008164",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632000","Cold Spring Harbor Laboratory","posted-content",2019-05-09,2019,"is-preprint-of","10.1016/j.molcel.2019.09.032",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/623561","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1097/j.pain.0000000000001721",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/630186","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1038/s41396-019-0573-y",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/630798","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1111/nph.16382",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/630129","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1111/tpj.14642",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631424","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1016/j.heliyon.2019.e02899",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629972","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.26508/lsa.201900422",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/628834","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1093/molbev/msz303",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631028","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1038/s41598-019-57226-9",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629287","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.15252/msb.20198947",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631143","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1530/ec-19-0442",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631226","Cold Spring Harbor Laboratory","posted-content",2019-05-09,2019,"is-preprint-of","10.1093/bioinformatics/btz938",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631630","Cold Spring Harbor Laboratory","posted-content",2019-05-09,2019,"is-preprint-of","10.1002/smll.201902347",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/620807","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1186/s13229-019-0306-0",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/622381","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1016/j.cortex.2019.11.006",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631085","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1038/s41437-019-0271-6",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629584","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1186/s12859-019-3142-5",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/630970","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1101/gad.328468.119",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/630517","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1371/journal.pone.0217115",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631051","Cold Spring Harbor Laboratory","posted-content",2019-05-09,2019,"is-preprint-of","10.3389/fimmu.2019.02602",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629535","Cold Spring Harbor Laboratory","posted-content",2019-05-09,2019,"is-preprint-of","10.1002/eap.2036",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631556","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1186/s40478-019-0847-7",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/630368","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1152/jn.00376.2019",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/628917","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1021/acs.jcim.9b00438",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629303","Cold Spring Harbor Laboratory","posted-content",2019-05-07,2019,"is-preprint-of","10.1038/s41598-019-52759-5",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/630681","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1098/rspb.2019.1084",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/630749","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1158/0008-5472.can-19-1629",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631960","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1371/journal.ppat.1007823",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629477","Cold Spring Harbor Laboratory","posted-content",2019-05-08,2019,"is-preprint-of","10.1016/j.bpj.2019.11.014",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/636019","Cold Spring Harbor Laboratory","posted-content",2019-05-13,2019,"is-preprint-of","10.1038/s41467-019-13159-5",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/636217","Cold Spring Harbor Laboratory","posted-content",2019-05-13,2019,"is-preprint-of","10.1038/s41467-019-13835-6",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634063","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1016/j.neuroimage.2019.116435",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/633990","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.3389/fphar.2019.01215",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632471","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1093/jamia/ocz165",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634493","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1371/journal.pbio.3000354",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/633347","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1016/j.nicl.2019.102055",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631648","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1186/s13059-019-1899-5",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631903","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1371/journal.pone.0217192",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634303","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.3389/fgene.2019.01006",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/633776","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1073/pnas.1909210116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/612291","Cold Spring Harbor Laboratory","posted-content",2019-04-19,2019,"is-preprint-of","10.1007/s10482-019-01360-x",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/608893","Cold Spring Harbor Laboratory","posted-content",2019-04-14,2019,"is-preprint-of","10.1038/s41467-019-13849-0",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/608398","Cold Spring Harbor Laboratory","posted-content",2019-04-15,2019,"is-preprint-of","10.1073/pnas.1911024116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/609206","Cold Spring Harbor Laboratory","posted-content",2019-04-16,2019,"is-preprint-of","10.1111/imb.12626",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/610063","Cold Spring Harbor Laboratory","posted-content",2019-04-15,2019,"is-preprint-of","10.1371/journal.pone.0216020",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/613943","Cold Spring Harbor Laboratory","posted-content",2019-04-19,2019,"is-preprint-of","10.1016/j.biocon.2019.108245",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/613182","Cold Spring Harbor Laboratory","posted-content",2019-04-19,2019,"is-preprint-of","10.3389/fphys.2019.01545",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/608331","Cold Spring Harbor Laboratory","posted-content",2019-04-14,2019,"is-preprint-of","10.1111/ejn.14660",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/607291","Cold Spring Harbor Laboratory","posted-content",2019-04-15,2019,"is-preprint-of","10.7554/elife.49212",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/601443","Cold Spring Harbor Laboratory","posted-content",2019-04-13,2019,"is-preprint-of","10.1093/ije/dyz250",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/608505","Cold Spring Harbor Laboratory","posted-content",2019-04-13,2019,"is-preprint-of","10.1093/neuonc/noaa006",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/608513","Cold Spring Harbor Laboratory","posted-content",2019-04-15,2019,"is-preprint-of","10.1016/j.celrep.2019.11.058",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/613067","Cold Spring Harbor Laboratory","posted-content",2019-04-19,2019,"is-preprint-of","10.1186/s12859-019-3154-1",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/613885","Cold Spring Harbor Laboratory","posted-content",2019-04-19,2019,"is-preprint-of","10.1002/hbm.24875",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/606079","Cold Spring Harbor Laboratory","posted-content",2019-04-14,2019,"is-preprint-of","10.1126/science.aax6752",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/613646","Cold Spring Harbor Laboratory","posted-content",2019-04-19,2019,"is-preprint-of","10.1371/journal.pone.0216259",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/609487","Cold Spring Harbor Laboratory","posted-content",2019-04-16,2019,"is-preprint-of","10.1162/jocn_a_01527",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/609016","Cold Spring Harbor Laboratory","posted-content",2019-04-19,2019,"is-preprint-of","10.1002/mds.27864",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/608067","Cold Spring Harbor Laboratory","posted-content",2019-04-14,2019,"is-preprint-of","10.1371/journal.pone.0225900",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/611749","Cold Spring Harbor Laboratory","posted-content",2019-04-19,2019,"is-preprint-of","10.1111/oik.06870",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/629550","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1093/imammb/dqz015",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634741","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1371/journal.pbio.3000289",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/637959","Cold Spring Harbor Laboratory","posted-content",2019-05-15,2019,"is-preprint-of","10.1128/msystems.00612-19",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/636951","Cold Spring Harbor Laboratory","posted-content",2019-05-16,2019,"is-preprint-of","10.24872/rmgjournal.54.2.133",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/628172","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1038/s41398-019-0671-7",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632125","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1107/s2059798319014372",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/635565","Cold Spring Harbor Laboratory","posted-content",2019-05-12,2019,"is-preprint-of","10.1128/mcb.00212-19",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/637900","Cold Spring Harbor Laboratory","posted-content",2019-05-16,2019,"is-preprint-of","10.1016/j.bbagen.2019.129456",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/638213","Cold Spring Harbor Laboratory","posted-content",2019-05-15,2019,"is-preprint-of","10.1016/j.gpb.2019.09.004",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632422","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1038/s41598-019-53464-z",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634287","Cold Spring Harbor Laboratory","posted-content",2019-05-13,2019,"is-preprint-of","10.1038/s42003-019-0683-0",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/637074","Cold Spring Harbor Laboratory","posted-content",2019-05-13,2019,"is-preprint-of","10.1371/journal.pcbi.1007096",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/635318","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1038/s41467-019-13855-2",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/636142","Cold Spring Harbor Laboratory","posted-content",2019-05-13,2019,"is-preprint-of","10.1016/j.nbd.2020.104737",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632182","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1111/1755-0998.13116",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634519","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.15252/embr.201948317",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632281","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.7554/elife.48901",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632430","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1371/journal.pcbi.1007462",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/638031","Cold Spring Harbor Laboratory","posted-content",2019-05-15,2019,"is-preprint-of","10.7554/elife.49314",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/633909","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1097/ede.0000000000001135",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/635227","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1074/mcp.tir119.001559",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/635144","Cold Spring Harbor Laboratory","posted-content",2019-05-12,2019,"is-preprint-of","10.3390/ijms21020600",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/633958","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1371/journal.pone.0224693",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632331","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1128/mcb.00610-19",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/633370","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.3389/fmolb.2019.00133",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634360","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.3389/fimmu.2019.02498",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/639419","Cold Spring Harbor Laboratory","posted-content",2019-05-16,2019,"is-preprint-of","10.1038/s41467-019-13523-5",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/631770","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1093/gbe/evz265",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634154","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1016/j.celrep.2019.10.110",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/632083","Cold Spring Harbor Laboratory","posted-content",2019-05-10,2019,"is-preprint-of","10.1038/s41598-019-51608-9",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
"10.1101/634022","Cold Spring Harbor Laboratory","posted-content",2019-05-11,2019,"is-preprint-of","10.1098/rspb.2019.2353",NA,"subject",NA,NA,NA,NA,NA,NA,NA,NA
